FolderName,FileName,Latitude,Longitude,Time
BusStation,Bus_Station_1.jpg,22.302875,114.17803055555557,2024:11:05 13:35:56
BusStation,Bus_Station_2.jpg,22.302805555555555,114.17791666666668,2024:11:05 13:36:20
CrossHarbourTunnelBBI,Cross_Harbour_Tunnel_BBI_1.jpg,22.30343611111111,114.18030555555556,2024:11:05 13:56:43
CrossHarbourTunnelBBI,Cross_Harbour_Tunnel_BBI_2.jpg,22.302947222222222,114.18051111111112,2024:11:05 13:57:48
CrossHarbourTunnelBBI,Cross_Harbour_Tunnel_BBI_3.jpg,22.303283333333333,114.18035,2024:11:05 13:57:56
HungHomStation,Hung_Hom_Station_1.jpg,22.303608333333333,114.18049722222223,2024:11:05 13:59:34
HungHomStation,Hung_Hom_Station_2.jpg,22.30367222222222,114.18059444444445,2024:11:05 14:00:03
